particulares,aseguradoras,aseguradoras_enfermedad,aseguradoreas_trafico,mutuas,año,ncodi,tipo_hospitalizacion
0.0,0,0.0,0.0,0.0,2010,781.0,hospdia
0.0,0,0.0,0.0,0.0,2010,779.0,hospdia
0.0,0,0.0,0.0,0.0,2010,113.0,hospdia
30252.0,242073,242073.0,0.0,73980.0,2010,619.0,hospdia
0.0,0,0.0,0.0,0.0,2010,163.0,hospdia
0.0,0,0.0,0.0,0.0,2010,131.0,hospdia
0.0,0,0.0,0.0,0.0,2010,375.0,hospdia
0.0,0,0.0,0.0,0.0,2010,764.0,hospdia
0.0,0,0.0,0.0,0.0,2010,14.0,hospdia
0.0,0,0.0,0.0,0.0,2010,657.0,hospdia
0.0,0,0.0,0.0,0.0,2010,362.0,hospdia
0.0,0,0.0,0.0,0.0,2010,989.0,hospdia
0.0,0,0.0,0.0,0.0,2010,990.0,hospdia
7948.0,9001,9001.0,0.0,0.0,2010,680.0,hospdia
12570.0,952262,952262.0,,,2010,411.0,hospdia
,0,,,,2010,241.0,hospdia
0.0,0,0.0,0.0,0.0,2010,558.0,hospdia
,0,,,,2010,167.0,hospdia
0.0,0,0.0,0.0,0.0,2010,224.0,hospdia
546.0,3280,3280.0,0.0,0.0,2010,591.0,hospdia
0.0,0,0.0,0.0,0.0,2010,586.0,hospdia
0.0,0,0.0,0.0,0.0,2010,453.0,hospdia
0.0,0,0.0,0.0,0.0,2010,145.0,hospdia
0.0,0,0.0,0.0,0.0,2010,511.0,hospdia
0.0,0,0.0,0.0,0.0,2010,530.0,hospdia
0.0,0,0.0,0.0,0.0,2010,6.0,hospdia
0.0,0,0.0,0.0,0.0,2010,161.0,hospdia
0.0,0,0.0,0.0,0.0,2010,623.0,hospdia
0.0,0,0.0,0.0,0.0,2010,489.0,hospdia
,0,,,,2010,349.0,hospdia
0.0,0,0.0,0.0,0.0,2010,875.0,hospdia
4875.0,8104,8104.0,0.0,0.0,2010,908.0,hospdia
0.0,0,0.0,0.0,0.0,2010,940.0,hospdia
,0,,,,2010,946.0,hospdia
0.0,0,0.0,0.0,0.0,2010,1023.0,hospdia
,0,,,,2010,1054.0,hospdia
0.0,0,0.0,0.0,0.0,2010,1057.0,hospdia
0.0,0,0.0,0.0,0.0,2010,1031.0,hospdia
0.0,0,0.0,0.0,0.0,2010,1032.0,hospdia
0.0,0,0.0,0.0,0.0,2010,226.0,hospdia
13117.0,18692,5776.0,12916.0,5719.0,2010,687.0,hospdia
0.0,0,0.0,0.0,0.0,2010,745.0,hospdia
0.0,0,0.0,0.0,0.0,2010,109.0,hospdia
0.0,0,0.0,0.0,0.0,2010,808.0,hospdia
0.0,0,0.0,0.0,0.0,2010,971.0,hospdia
0.0,0,0.0,0.0,0.0,2010,128.0,hospdia
0.0,0,0.0,0.0,0.0,2010,919.0,hospdia
0.0,0,0.0,0.0,0.0,2010,725.0,hospdia
0.0,0,0.0,0.0,0.0,2010,3.0,hospdia
,0,,,,2010,386.0,hospdia
0.0,0,0.0,0.0,0.0,2010,306.0,hospdia
0.0,0,0.0,0.0,0.0,2010,15.0,hospdia
0.0,0,0.0,0.0,0.0,2010,264.0,hospdia
0.0,0,0.0,0.0,0.0,2010,867.0,hospdia
0.0,0,0.0,0.0,0.0,2010,910.0,hospdia
0.0,0,0.0,0.0,0.0,2010,1053.0,hospdia
0.0,0,0.0,0.0,0.0,2010,1055.0,hospdia
0.0,5500,5500.0,0.0,0.0,2010,732.0,hospdia
0.0,0,0.0,0.0,0.0,2010,529.0,hospdia
0.0,0,0.0,0.0,0.0,2010,345.0,hospdia
,0,,,,2010,515.0,hospdia
,0,,,,2010,174.0,hospdia
0.0,0,0.0,0.0,0.0,2010,523.0,hospdia
45417.0,1923521,1923521.0,,,2010,697.0,hospdia
0.0,0,0.0,0.0,0.0,2010,239.0,hospdia
0.0,0,0.0,0.0,0.0,2010,287.0,hospdia
0.0,0,0.0,0.0,0.0,2010,377.0,hospdia
0.0,0,0.0,0.0,0.0,2010,692.0,hospdia
0.0,0,0.0,0.0,0.0,2010,335.0,hospdia
,0,,,,2010,435.0,hospdia
0.0,0,0.0,0.0,0.0,2010,423.0,hospdia
0.0,0,0.0,0.0,0.0,2010,351.0,hospdia
,0,,,,2010,810.0,hospdia
15201.0,0,0.0,0.0,0.0,2010,830.0,hospdia
0.0,0,0.0,0.0,0.0,2010,892.0,hospdia
0.0,0,0.0,0.0,0.0,2010,921.0,hospdia
0.0,0,0.0,0.0,0.0,2010,991.0,hospdia
,0,,,,2010,992.0,hospdia
0.0,0,0.0,0.0,0.0,2010,993.0,hospdia
0.0,0,0.0,0.0,0.0,2010,473.0,hospdia
255.0,16808,16808.0,0.0,0.0,2010,663.0,hospdia
0.0,0,0.0,0.0,0.0,2010,552.0,hospdia
0.0,0,0.0,0.0,0.0,2010,772.0,hospdia
0.0,0,0.0,0.0,0.0,2010,568.0,hospdia
0.0,0,0.0,0.0,0.0,2010,398.0,hospdia
0.0,0,0.0,0.0,0.0,2010,394.0,hospdia
0.0,0,0.0,0.0,0.0,2010,614.0,hospdia
0.0,0,0.0,0.0,0.0,2010,235.0,hospdia
0.0,0,0.0,0.0,0.0,2010,616.0,hospdia
0.0,0,0.0,0.0,0.0,2010,267.0,hospdia
0.0,0,0.0,0.0,0.0,2010,565.0,hospdia
0.0,0,0.0,0.0,0.0,2010,220.0,hospdia
0.0,0,0.0,0.0,0.0,2010,278.0,hospdia
0.0,0,0.0,0.0,0.0,2010,107.0,hospdia
0.0,0,0.0,0.0,0.0,2010,141.0,hospdia
9484.0,29644,29644.0,0.0,0.0,2010,711.0,hospdia
0.0,0,0.0,0.0,0.0,2010,569.0,hospdia
0.0,0,0.0,0.0,0.0,2010,204.0,hospdia
0.0,0,0.0,0.0,0.0,2010,579.0,hospdia
25896.0,588069,244172.0,343897.0,144226.0,2010,348.0,hospdia
0.0,0,0.0,0.0,0.0,2010,766.0,hospdia
96258.0,0,0.0,0.0,0.0,2010,761.0,hospdia
0.0,79629,79629.0,0.0,0.0,2010,728.0,hospdia
10267.0,4240810,4240810.0,0.0,0.0,2010,280.0,hospdia
0.0,0,0.0,0.0,0.0,2010,222.0,hospdia
0.0,0,0.0,0.0,0.0,2010,276.0,hospdia
0.0,0,0.0,0.0,0.0,2010,11.0,hospdia
0.0,0,0.0,0.0,0.0,2010,302.0,hospdia
0.0,0,0.0,0.0,0.0,2010,682.0,hospdia
906213.0,1143666,1143666.0,0.0,0.0,2010,279.0,hospdia
0.0,0,0.0,0.0,0.0,2010,282.0,hospdia
0.0,0,0.0,0.0,0.0,2010,281.0,hospdia
0.0,0,0.0,0.0,0.0,2010,183.0,hospdia
0.0,0,0.0,0.0,0.0,2010,610.0,hospdia
0.0,0,0.0,0.0,0.0,2010,116.0,hospdia
0.0,0,0.0,0.0,0.0,2010,115.0,hospdia
0.0,0,0.0,0.0,0.0,2010,114.0,hospdia
