particulares,aseguradoras,aseguradoras_enfermedad,aseguradoreas_trafico,mutuas,año,ncodi,tipo_hospitalizacion
0.0,0,0.0,0.0,0.0,2016,989,hospdia
0.0,3900,3900.0,0.0,0.0,2016,990,hospdia
4117.0,0,0.0,0.0,0.0,2016,680,hospdia
8340.0,1938274,1938274.0,0.0,0.0,2016,411,hospdia
59797.0,565316,565316.0,0.0,0.0,2016,241,hospdia
0.0,0,0.0,0.0,0.0,2016,558,hospdia
0.0,0,0.0,0.0,0.0,2016,167,hospdia
0.0,0,0.0,0.0,0.0,2016,248,hospdia
,0,0.0,0.0,0.0,2016,224,hospdia
400.0,0,0.0,0.0,0.0,2016,591,hospdia
0.0,0,0.0,0.0,0.0,2016,113,hospdia
0.0,0,0.0,0.0,0.0,2016,619,hospdia
0.0,0,0.0,0.0,0.0,2016,163,hospdia
0.0,0,0.0,0.0,0.0,2016,131,hospdia
0.0,0,0.0,0.0,0.0,2016,375,hospdia
0.0,0,0.0,0.0,0.0,2016,1090,hospdia
314.0,10048,10048.0,0.0,0.0,2016,764,hospdia
0.0,0,0.0,0.0,0.0,2016,14,hospdia
0.0,0,0.0,0.0,0.0,2016,657,hospdia
0.0,0,0.0,0.0,0.0,2016,362,hospdia
0.0,0,0.0,0.0,2856.0,2016,586,hospdia
0.0,0,0.0,0.0,0.0,2016,453,hospdia
0.0,0,0.0,0.0,0.0,2016,145,hospdia
0.0,0,0.0,0.0,0.0,2016,511,hospdia
0.0,0,0.0,0.0,0.0,2016,530,hospdia
59797.0,565316,565316.0,0.0,0.0,2016,6,hospdia
0.0,0,0.0,0.0,0.0,2016,161,hospdia
8282.0,0,0.0,0.0,0.0,2016,623,hospdia
874344.0,467736,467736.0,0.0,0.0,2016,875,hospdia
0.0,0,0.0,0.0,0.0,2016,946,hospdia
0.0,0,0.0,0.0,0.0,2016,1023,hospdia
0.0,0,0.0,0.0,0.0,2016,1054,hospdia
0.0,0,0.0,0.0,0.0,2016,1057,hospdia
0.0,0,0.0,0.0,0.0,2016,1031,hospdia
0.0,0,0.0,0.0,0.0,2016,1032,hospdia
0.0,0,0.0,0.0,0.0,2016,1064,hospdia
0.0,0,0.0,0.0,0.0,2016,226,hospdia
0.0,0,0.0,0.0,0.0,2016,687,hospdia
0.0,0,0.0,0.0,0.0,2016,745,hospdia
0.0,0,0.0,0.0,0.0,2016,109,hospdia
0.0,0,0.0,0.0,0.0,2016,808,hospdia
0.0,0,0.0,0.0,0.0,2016,971,hospdia
0.0,0,0.0,0.0,0.0,2016,128,hospdia
